Date,Open,High,Low,Close,Adj Close,Volume
2019-09-25,1224.000000,1224.000000,1211.000000,1212.969971,1212.969971,517
2019-09-26,1218.000000,1228.079956,1216.199951,1225.709961,1225.709961,1338
2019-09-27,1222.010010,1227.400024,1218.000000,1219.290039,1219.290039,4428
2019-09-30,1216.969971,1220.050049,1208.290039,1215.849976,1215.849976,1065
2019-10-01,1220.849976,1222.599976,1194.599976,1206.119995,1206.119995,2101
2019-10-03,1202.000000,1203.349976,1194.270020,1199.329956,1199.329956,700
2019-10-04,1202.300049,1205.430054,1180.099976,1183.199951,1183.199951,7964
2019-10-07,1220.000000,1252.209961,1172.849976,1174.229980,1174.229980,15225
2019-10-09,1177.160034,1195.000000,1174.000000,1194.369995,1194.369995,1080
2019-10-10,1191.000000,1192.410034,1183.510010,1187.579956,1187.579956,1092
2019-10-11,1190.709961,1198.560059,1185.060059,1195.790039,1195.790039,1063
2019-10-14,1197.000000,1205.989990,1195.599976,1197.670044,1197.670044,7544
2019-10-15,1201.569946,1212.910034,1201.000000,1209.089966,1209.089966,7626
2019-10-16,1211.699951,1214.000000,1206.689941,1211.199951,1211.199951,972
2019-10-17,1208.000000,1227.000000,1206.939941,1224.400024,1224.400024,962
2019-10-18,1225.170044,1236.449951,1225.170044,1235.400024,1235.400024,1715
2019-10-22,1232.000000,1239.650024,1224.000000,1226.020020,1226.020020,25027
2019-10-23,1228.000000,1233.170044,1221.959961,1229.680054,1229.680054,486
2019-10-24,1236.040039,1236.050049,1222.979980,1227.569946,1227.569946,280
2019-10-25,1227.609985,1228.589966,1217.800049,1226.260010,1226.260010,374
2019-10-27,null,null,null,null,null,null
2019-10-29,1231.000000,1248.369995,1230.699951,1247.140015,1247.140015,1753
2019-10-30,1249.000000,1255.000000,1247.050049,1252.939941,1252.939941,5061
2019-10-31,1256.000000,1262.750000,1252.489990,1253.719971,1253.719971,1113
2019-11-01,1255.609985,1261.000000,1255.609985,1260.050049,1260.050049,698
2019-11-04,1263.000000,1267.800049,1258.540039,1262.790039,1262.790039,2666
2019-11-05,1262.000000,1265.949951,1257.359985,1260.589966,1260.589966,568
2019-11-06,1258.500000,1268.790039,1255.290039,1266.979980,1266.979980,8821
2019-11-07,1269.000000,1271.280029,1263.849976,1270.459961,1270.459961,2800
2019-11-08,1267.000000,1275.560059,1258.119995,1260.930054,1260.930054,1942
2019-11-11,1259.000000,1266.000000,1256.000000,1263.189941,1263.189941,282
2019-11-13,1264.000000,1264.119995,1254.770020,1257.109985,1257.109985,259
2019-11-14,1256.000000,1258.099976,1250.030029,1255.800049,1255.800049,373
2019-11-15,1259.180054,1265.099976,1257.780029,1258.829956,1258.829956,465
2019-11-18,1258.780029,1264.000000,1257.500000,1257.560059,1257.560059,8059
