Date,Open,High,Low,Close,Adj Close,Volume
2011-03-10,559.950012,561.900024,555.049988,561.500000,561.500000,636
2011-03-11,557.500000,559.799988,550.400024,553.000000,553.000000,3056
2011-03-14,553.000000,563.000000,553.000000,560.599976,560.599976,682
2011-03-15,557.000000,569.900024,545.099976,552.750000,552.750000,1666
2011-03-16,560.000000,561.000000,555.799988,560.349976,560.349976,444
2011-03-17,558.000000,558.000000,543.049988,552.549988,552.549988,1120
2011-03-18,550.000000,550.000000,545.000000,546.400024,546.400024,157
2011-03-21,553.950012,553.950012,543.099976,544.400024,544.400024,334
2011-03-22,512.700012,552.000000,512.700012,551.549988,551.549988,2770
2011-03-23,552.549988,556.000000,552.500000,552.950012,552.950012,98
2011-03-24,556.900024,560.000000,555.000000,556.299988,556.299988,264
2011-03-25,561.200012,571.950012,561.200012,570.250000,570.250000,1728
2011-03-28,570.000000,577.500000,567.799988,576.049988,576.049988,8207
2011-03-29,576.900024,582.500000,573.049988,577.500000,577.500000,4501
2011-03-30,581.049988,585.400024,581.049988,583.349976,583.349976,3122
2011-03-31,588.950012,589.000000,580.000000,583.400024,583.400024,1911
2011-04-01,587.000000,590.000000,585.000000,589.099976,589.099976,957
2011-04-04,588.099976,597.799988,588.099976,596.049988,596.049988,402
2011-04-05,594.150024,595.000000,590.000000,594.049988,594.049988,338
2011-04-06,599.299988,599.299988,590.000000,594.650024,594.650024,272
2011-04-07,588.099976,593.950012,588.099976,593.500000,593.500000,1350
2011-04-08,593.299988,595.500000,586.000000,589.450012,589.450012,6220
2011-04-11,586.000000,588.099976,583.150024,584.299988,584.299988,928
2011-04-13,582.900024,595.000000,575.000000,595.000000,595.000000,576
2011-04-15,590.000000,593.950012,587.000000,587.750000,587.750000,1207
2011-04-18,590.000000,595.000000,577.000000,577.599976,577.599976,735
2011-04-19,579.599976,580.549988,573.250000,574.150024,574.150024,201
2011-04-20,579.000000,588.099976,579.000000,588.000000,588.000000,428
2011-04-21,590.000000,595.000000,588.000000,594.349976,594.349976,331
2011-04-25,594.349976,598.000000,590.000000,593.450012,593.450012,814
2011-04-26,589.450012,595.500000,585.000000,594.950012,594.950012,1023
2011-04-27,600.000000,600.000000,588.000000,588.200012,588.200012,1372
2011-04-28,599.799988,599.799988,584.049988,584.049988,584.049988,56
2011-04-29,585.000000,586.750000,577.000000,580.599976,580.599976,998
2011-05-02,580.000000,580.900024,575.200012,576.849976,576.849976,191
2011-05-03,575.000000,576.500000,561.000000,561.700012,561.700012,1338
2011-05-04,561.000000,565.000000,557.099976,559.849976,559.849976,1370
2011-05-05,563.799988,564.950012,555.000000,555.849976,555.849976,12840
2011-05-06,561.299988,566.000000,555.000000,562.349976,562.349976,809
2011-05-09,565.799988,568.000000,561.000000,565.299988,565.299988,5164
2011-05-10,564.000000,570.950012,559.000000,560.000000,560.000000,6110
2011-05-11,559.750000,567.950012,559.750000,567.500000,567.500000,589
2011-05-12,561.400024,566.000000,540.299988,556.400024,556.400024,587
2011-05-13,560.000000,570.000000,560.000000,561.700012,561.700012,363
2011-05-16,561.299988,565.000000,560.000000,563.950012,563.950012,128
2011-05-17,561.250000,561.250000,550.049988,556.900024,556.900024,559
2011-05-18,555.000000,555.500000,550.000000,552.349976,552.349976,524
2011-05-19,555.000000,555.000000,552.000000,552.500000,552.500000,122
2011-05-20,556.000000,560.000000,553.500000,559.000000,559.000000,65
2011-05-23,557.000000,557.000000,548.099976,549.150024,549.150024,1141
2011-05-24,552.000000,552.000000,545.299988,550.549988,550.549988,151
2011-05-25,549.000000,549.000000,541.000000,543.349976,543.349976,1518
2011-05-26,543.250000,553.599976,541.900024,551.650024,551.650024,176
2011-05-27,553.000000,556.500000,550.599976,555.250000,555.250000,155
2011-05-30,556.500000,558.599976,553.849976,555.400024,555.400024,95
2011-05-31,558.599976,563.799988,558.000000,563.400024,563.400024,464
2011-06-01,564.000000,565.599976,562.750000,565.500000,565.500000,518
2011-06-02,560.099976,564.200012,560.000000,563.099976,563.099976,137
2011-06-03,565.950012,567.500000,558.099976,559.599976,559.599976,307
2011-06-06,553.000000,563.299988,553.000000,561.599976,561.599976,208
2011-06-07,559.000000,564.000000,559.000000,563.650024,563.650024,509
2011-06-08,560.049988,562.950012,560.000000,560.650024,560.650024,85
2011-06-09,560.650024,564.500000,558.799988,564.250000,564.250000,170
2011-06-10,559.049988,560.500000,557.250000,558.000000,558.000000,280
2011-06-13,556.349976,559.650024,555.599976,559.000000,559.000000,831
2011-06-14,562.000000,564.950012,560.099976,564.599976,564.599976,178
2011-06-15,562.000000,562.400024,550.250000,551.349976,551.349976,948
2011-06-16,555.000000,555.000000,546.000000,547.500000,547.500000,9604
2011-06-17,550.000000,550.000000,545.000000,545.599976,545.599976,481
2011-06-20,544.450012,544.450012,530.000000,539.250000,539.250000,6182
2011-06-21,537.000000,544.000000,536.000000,538.900024,538.900024,764
2011-06-22,539.250000,541.900024,536.250000,539.700012,539.700012,179
2011-06-23,541.000000,544.750000,539.000000,539.250000,539.250000,210
2011-06-24,544.549988,558.000000,544.549988,556.400024,556.400024,2096
2011-06-27,555.849976,563.000000,555.849976,560.000000,560.000000,3042
2011-06-28,560.250000,563.400024,553.500000,562.349976,562.349976,7670
2011-06-29,562.099976,570.000000,562.099976,568.650024,568.650024,3716
2011-06-30,570.000000,574.000000,569.799988,572.900024,572.900024,785
2011-07-01,573.099976,575.900024,569.950012,571.049988,571.049988,744
2011-07-04,568.250000,575.000000,568.250000,574.049988,574.049988,369
2011-07-05,571.049988,574.000000,570.200012,573.450012,573.450012,266
2011-07-06,572.049988,572.200012,570.250000,571.950012,571.950012,68
2011-07-07,573.799988,579.000000,573.400024,578.150024,578.150024,734
2011-07-08,576.200012,580.000000,574.049988,575.049988,575.049988,437
2011-07-11,568.150024,576.500000,568.150024,574.150024,574.150024,546
2011-07-12,569.400024,571.000000,563.900024,566.200012,566.200012,886
2011-07-13,570.500000,572.000000,565.000000,566.000000,566.000000,1151
2011-07-14,568.000000,573.950012,563.799988,571.700012,571.700012,237
2011-07-15,568.650024,568.900024,566.000000,567.900024,567.900024,83
2011-07-18,567.000000,569.500000,565.500000,566.250000,566.250000,1043
2011-07-19,563.099976,572.099976,560.049988,571.349976,571.349976,1170
2011-07-20,575.000000,575.000000,565.450012,566.599976,566.599976,931
2011-07-21,565.000000,566.349976,564.000000,564.000000,564.000000,247
2011-07-22,569.500000,573.650024,569.500000,572.400024,572.400024,111
2011-07-25,571.500000,578.900024,571.500000,578.200012,578.200012,515
2011-07-26,575.000000,577.000000,565.000000,565.950012,565.950012,944
2011-07-27,565.000000,565.700012,562.000000,564.000000,564.000000,2337
2011-07-28,550.000000,562.000000,550.000000,558.950012,558.950012,529
2011-07-29,557.500000,564.000000,555.750000,557.099976,557.099976,377
2011-08-01,555.000000,568.000000,555.000000,567.000000,567.000000,216
2011-08-02,557.000000,559.000000,553.000000,556.099976,556.099976,1284
2011-08-03,556.549988,556.549988,549.000000,553.500000,553.500000,1196
2011-08-04,552.950012,554.700012,541.799988,543.599976,543.599976,3867
2011-08-05,531.000000,540.000000,526.500000,535.549988,535.549988,13355
2011-08-08,535.500000,535.500000,518.000000,527.299988,527.299988,6070
2011-08-09,512.000000,529.000000,510.000000,517.750000,517.750000,8843
2011-08-10,533.000000,533.000000,526.000000,529.349976,529.349976,2349
2011-08-11,526.200012,532.900024,525.000000,527.099976,527.099976,1962
2011-08-12,534.000000,550.000000,519.299988,521.000000,521.000000,1677
2011-08-16,521.000000,525.000000,512.000000,518.799988,518.799988,880
2011-08-17,514.549988,521.849976,506.000000,516.799988,516.799988,1734
2011-08-18,519.799988,519.799988,507.000000,509.299988,509.299988,2321
2011-08-19,511.250000,511.250000,493.100006,496.750000,496.750000,14574
2011-08-22,497.000000,505.399994,495.000000,503.950012,503.950012,3805
2011-08-23,505.000000,507.450012,500.000000,504.500000,504.500000,1921
2011-08-24,505.000000,518.000000,498.000000,502.250000,502.250000,4042
2011-08-25,502.500000,504.000000,495.549988,497.399994,497.399994,927
2011-08-26,498.000000,500.000000,486.000000,491.649994,491.649994,3783
2011-08-29,497.000000,505.000000,487.299988,503.700012,503.700012,1971
2011-08-30,510.000000,513.000000,503.000000,512.000000,512.000000,1046
2011-09-02,510.000000,515.250000,504.000000,514.750000,514.750000,2353
2011-09-05,510.000000,513.000000,506.049988,512.450012,512.450012,480
2011-09-06,517.450012,517.650024,505.000000,516.450012,516.450012,1062
2011-09-07,519.950012,524.900024,517.049988,522.700012,522.700012,2543
2011-09-08,522.450012,526.000000,519.000000,523.950012,523.950012,1193
2011-09-09,519.000000,528.799988,515.000000,515.250000,515.250000,1310
2011-09-12,512.500000,519.849976,502.100006,504.950012,504.950012,3328
2011-09-13,506.000000,513.900024,502.000000,505.250000,505.250000,2097
2011-09-14,504.000000,515.000000,501.549988,511.799988,511.799988,2510
2011-09-15,510.700012,515.000000,505.149994,514.250000,514.250000,2182
2011-09-16,501.200012,520.000000,501.149994,516.150024,516.150024,2779
2011-09-19,512.000000,513.000000,505.899994,506.149994,506.149994,2419
2011-09-20,512.000000,521.900024,510.100006,519.500000,519.500000,1795
2011-09-21,513.000000,524.000000,513.000000,520.799988,520.799988,1836
2011-09-22,513.950012,514.000000,501.000000,504.250000,504.250000,4932
2011-09-23,502.500000,507.399994,493.299988,501.450012,501.450012,5400
2011-09-26,500.000000,500.049988,489.049988,496.250000,496.250000,3022
2011-09-27,504.049988,505.000000,501.000000,502.950012,502.950012,735
2011-09-28,504.000000,504.000000,497.549988,503.100006,503.100006,162
2011-09-29,500.000000,509.799988,498.600006,505.600006,505.600006,543
2011-09-30,502.000000,508.049988,500.000000,503.200012,503.200012,1470
2011-10-03,502.200012,502.200012,490.049988,495.250000,495.250000,1733
2011-10-04,494.000000,496.000000,483.000000,487.049988,487.049988,3473
2011-10-05,490.000000,490.799988,483.100006,485.850006,485.850006,3319
2011-10-07,495.000000,501.000000,493.049988,498.549988,498.549988,2216
2011-10-10,501.000000,508.000000,494.000000,505.549988,505.549988,895
2011-10-11,505.149994,514.700012,503.100006,504.899994,504.899994,1990
2011-10-12,510.000000,518.000000,505.799988,515.349976,515.349976,1571
